timesteps,electricity,heating,dhw
2015-01-02 11:00:00,-0.0062821328,-0.0113078394,-0.0364363744
2015-01-02 12:00:00,-0.0065617407,-0.011811133,-0.0380580942
2015-01-02 13:00:00,-0.0065047313,-0.0117085167,-0.0377274425
2015-01-02 14:00:00,-0.0063520821,-0.0114337477,-0.0368420749
2015-01-02 15:00:00,-0.0065624908,-0.0118124838,-0.038062445
2015-01-02 16:00:00,-0.0074967033,-0.0134940652,-0.043480879
2015-01-02 17:00:00,-0.0093658159,-0.0168584683,-0.054321732
2015-01-02 18:00:00,-0.0104104203,-0.0187387577,-0.0603804387
2015-01-02 19:00:00,-0.0103072159,-0.0185529907,-0.0597818554
2015-01-02 20:00:00,-0.0094053223,-0.0169295804,-0.0545508678
2015-01-02 21:00:00,-0.0083969098,-0.0151144372,-0.0487020764
2015-01-02 22:00:00,-0.0074253165,-0.0133655699,-0.0430668345
2015-01-02 23:00:00,-0.0059610816,-0.010729947,-0.0345742724
2015-01-03 00:00:00,-0.0051084537,-0.0091952161,-0.0296290309
2015-01-03 01:00:00,-0.0043276658,-0.0077897984,-0.025100462
2015-01-03 02:00:00,-0.0039558324,-0.0071204983,-0.0229438268
2015-01-03 03:00:00,-0.0038027171,-0.0068448906,-0.0220557586
2015-01-03 04:00:00,-0.0037975216,-0.0068355386,-0.0220256243
2015-01-03 05:00:00,-0.0038632497,-0.0069538493,-0.0224068469
2015-01-03 06:00:00,-0.0045381834,-0.0081687308,-0.0263214663
2015-01-03 07:00:00,-0.0058086772,-0.0104556193,-0.0336903289
2015-01-03 08:00:00,-0.0071594218,-0.0128869592,-0.0415246462
2015-01-03 09:00:00,-0.0079902253,-0.0143824058,-0.046343308
2015-01-03 10:00:00,-0.0086270376,-0.0155286676,-0.0500368149
2015-01-03 11:00:00,-0.0094890157,-0.017080226,-0.0550362847
2015-01-03 12:00:00,-0.009459719,-0.0170274942,-0.0548663683
2015-01-03 13:00:00,-0.0090666655,-0.0163199969,-0.0525866539
2015-01-03 14:00:00,-0.0088321718,-0.0158979091,-0.0512265973
2015-01-03 15:00:00,-0.0088257244,-0.0158863038,-0.0511892015
2015-01-03 16:00:00,-0.0093713306,-0.0168683941,-0.0543537146
2015-01-03 17:00:00,-0.0106310564,-0.0191359032,-0.0616601317
2015-01-03 18:00:00,-0.0110467722,-0.0198841894,-0.0640712782
2015-01-03 19:00:00,-0.0104116504,-0.0187409698,-0.0603875705
2015-01-03 20:00:00,-0.0093037241,-0.016746703,-0.0539616013
2015-01-03 21:00:00,-0.0083951731,-0.015111312,-0.0486920058
2015-01-03 22:00:00,-0.0077169844,-0.0138905716,-0.0447585107
2015-01-03 23:00:00,-0.0064353482,-0.0115836274,-0.0373250174
2015-01-04 00:00:00,-0.0054321323,-0.0097778382,-0.0315063674
2015-01-04 01:00:00,-0.0046809793,-0.0084257627,-0.0271496808
2015-01-04 02:00:00,-0.0042313782,-0.0076164807,-0.0245419932
2015-01-04 03:00:00,-0.0039987113,-0.0071976803,-0.0231925258
2015-01-04 04:00:00,-0.0038961047,-0.0070129883,-0.0225974059
2015-01-04 05:00:00,-0.0039260657,-0.0070669182,-0.0227711797
2015-01-04 06:00:00,-0.0043636325,-0.0078545378,-0.0253090667
2015-01-04 07:00:00,-0.0053394292,-0.0096109722,-0.030968688
2015-01-04 08:00:00,-0.0067796193,-0.0122033157,-0.0393217918
2015-01-04 09:00:00,-0.0081129406,-0.0146032941,-0.0470550576
2015-01-04 10:00:00,-0.009265871,-0.0166785678,-0.0537420487
2015-01-04 11:00:00,-0.0105649071,-0.0190168322,-0.0612764567
2015-01-04 12:00:00,-0.0103549296,-0.018638873,-0.0600585922
2015-01-04 13:00:00,-0.0095844088,-0.0172519344,-0.0555895705
2015-01-04 14:00:00,-0.0090625378,-0.0163125686,-0.0525627187
2015-01-04 15:00:00,-0.0089098509,-0.0160377303,-0.051677133
2015-01-04 16:00:00,-0.0093703577,-0.0168666443,-0.0543480753
2015-01-04 17:00:00,-0.0108053457,-0.0194496218,-0.0626710026
2015-01-04 18:00:00,-0.0113039619,-0.0203471334,-0.0655629769
2015-01-04 19:00:00,-0.0106759116,-0.0192166417,-0.0619202923
2015-01-04 20:00:00,-0.009532886,-0.0171591956,-0.0552907407
2015-01-04 21:00:00,-0.0083946866,-0.0151104351,-0.0486891817
2015-01-04 22:00:00,-0.0074077326,-0.0133339189,-0.0429648473
2015-01-04 23:00:00,-0.0059667271,-0.010740109,-0.0346070168
2015-01-05 00:00:00,-0.0046565026,-0.0083817044,-0.0270077148
2015-01-05 01:00:00,-0.00400279,-0.0072050218,-0.0232161816
2015-01-05 02:00:00,-0.0037896761,-0.0068214167,-0.0219801208
2015-01-05 03:00:00,-0.0037562908,-0.0067613234,-0.0217864853
2015-01-05 04:00:00,-0.0039208328,-0.0070574989,-0.0227408313
2015-01-05 05:00:00,-0.0044623407,-0.0080322132,-0.025881575
2015-01-05 06:00:00,-0.00577146,-0.0103886278,-0.0334744688
2015-01-05 07:00:00,-0.0062748763,-0.0112947768,-0.036394283
2015-01-05 08:00:00,-0.005899291,-0.0106187234,-0.0342158864
2015-01-05 09:00:00,-0.0056968453,-0.0102543213,-0.0330417003
2015-01-05 10:00:00,-0.0057503118,-0.0103505616,-0.0333518098
2015-01-05 11:00:00,-0.0063066928,-0.0113520464,-0.0365788168
2015-01-05 12:00:00,-0.0065873933,-0.0118573069,-0.0382068764
2015-01-05 13:00:00,-0.0065301609,-0.0117542896,-0.0378749343
2015-01-05 14:00:00,-0.0063769148,-0.0114784462,-0.0369861053
2015-01-05 15:00:00,-0.0065881461,-0.0118586638,-0.0382112483
2015-01-05 16:00:00,-0.0075260109,-0.0135468202,-0.0436508607
2015-01-05 17:00:00,-0.0094024298,-0.0169243743,-0.0545340966
2015-01-05 18:00:00,-0.0104511197,-0.0188120146,-0.0606164912
2015-01-05 19:00:00,-0.0103475123,-0.018625522,-0.0600155692
2015-01-05 20:00:00,-0.0094420915,-0.0169957638,-0.0547641279
2015-01-05 21:00:00,-0.0084297377,-0.015173527,-0.0488924757
2015-01-05 22:00:00,-0.0074543453,-0.0134178213,-0.0432352031
2015-01-05 23:00:00,-0.0059843858,-0.0107718947,-0.0347094412
2015-01-06 00:00:00,-0.0046615615,-0.0083908102,-0.0270370562
2015-01-06 01:00:00,-0.0040071387,-0.0072128494,-0.0232414033
2015-01-06 02:00:00,-0.0037937931,-0.0068288274,-0.0220040007
2015-01-06 03:00:00,-0.0037603715,-0.0067686688,-0.0218101541
2015-01-06 04:00:00,-0.0039250923,-0.007065166,-0.0227655353
2015-01-06 05:00:00,-0.0044671883,-0.008040939,-0.0259096922
2015-01-06 06:00:00,-0.00577773,-0.0103999145,-0.0335108345
2015-01-06 07:00:00,-0.006281693,-0.0113070474,-0.0364338216
2015-01-06 08:00:00,-0.0059056997,-0.0106302604,-0.0342530591
2015-01-06 09:00:00,-0.005703034,-0.0102654612,-0.0330775976
2015-01-06 10:00:00,-0.0057565592,-0.0103618061,-0.0333880407
2015-01-06 11:00:00,-0.0063135441,-0.0113643793,-0.0366185564
2015-01-06 12:00:00,-0.0065945493,-0.0118701896,-0.0382483879
2015-01-06 13:00:00,-0.0065372551,-0.0117670597,-0.0379160809
2015-01-06 14:00:00,-0.0063838426,-0.0114909168,-0.0370262871
2015-01-06 15:00:00,-0.0065953032,-0.0118715465,-0.0382527588
2015-01-06 16:00:00,-0.0075341869,-0.0135615361,-0.0436982829
2015-01-06 17:00:00,-0.0094126451,-0.0169427616,-0.0545933411
2015-01-06 18:00:00,-0.0104624727,-0.0188324522,-0.0606823449
2015-01-06 19:00:00,-0.0103587528,-0.0186457546,-0.0600807696
2015-01-06 20:00:00,-0.0094523495,-0.0170142286,-0.0548236237
2015-01-06 21:00:00,-0.0084388947,-0.0151900108,-0.0489455894
2015-01-06 22:00:00,-0.0074624436,-0.0134323985,-0.043282172
2015-01-06 23:00:00,-0.005990887,-0.0107835975,-0.0347471466
2015-01-07 00:00:00,-0.0046661387,-0.0083990505,-0.0270636065
2015-01-07 01:00:00,-0.0040110734,-0.0072199322,-0.0232642269
2015-01-07 02:00:00,-0.0037975185,-0.0068355334,-0.0220256072
2015-01-07 03:00:00,-0.0037640642,-0.0067753154,-0.0218315707
2015-01-07 04:00:00,-0.0039289466,-0.0070721042,-0.0227878906
2015-01-07 05:00:00,-0.0044715746,-0.0080488347,-0.025935134
2015-01-07 06:00:00,-0.005783404,-0.0104101268,-0.0335437417
2015-01-07 07:00:00,-0.0062878615,-0.0113181511,-0.0364695952
2015-01-07 08:00:00,-0.005911499,-0.0106406978,-0.0342866981
2015-01-07 09:00:00,-0.0057086345,-0.0102755419,-0.0331100787
2015-01-07 10:00:00,-0.0057622116,-0.0103719812,-0.0334208294
2015-01-07 11:00:00,-0.006319744,-0.0113755384,-0.036654515
2015-01-07 12:00:00,-0.0066010253,-0.0118818452,-0.0382859455
2015-01-07 13:00:00,-0.0065436747,-0.0117786147,-0.0379533129
2015-01-07 14:00:00,-0.0063901115,-0.0115022005,-0.0370626467
2015-01-07 15:00:00,-0.0066017796,-0.011883204,-0.0382903255
2015-01-07 16:00:00,-0.0075415854,-0.013574854,-0.0437411964
2015-01-07 17:00:00,-0.0094218875,-0.0169593992,-0.0546469514
2015-01-07 18:00:00,-0.0104727473,-0.0188509451,-0.0607419342
2015-01-07 19:00:00,-0.0103689259,-0.0186640665,-0.0601397669
2015-01-07 20:00:00,-0.0094616311,-0.0170309345,-0.0548774611
2015-01-07 21:00:00,-0.0084471818,-0.0152049267,-0.0489936538
2015-01-07 22:00:00,-0.0074697714,-0.0134455888,-0.0433246755
2015-01-07 23:00:00,-0.00599677,-0.0107941866,-0.034781268
2015-01-08 00:00:00,-0.0046702421,-0.0084064356,-0.0270874061
2015-01-08 01:00:00,-0.0040146007,-0.0072262811,-0.0232846847
2015-01-08 02:00:00,-0.0038008578,-0.006841544,-0.0220449765
2015-01-08 03:00:00,-0.003767374,-0.0067812733,-0.0218507691
2015-01-08 04:00:00,-0.0039324015,-0.0070783227,-0.0228079283
2015-01-08 05:00:00,-0.0044755069,-0.0080559122,-0.0259579426
2015-01-08 06:00:00,-0.0057884895,-0.0104192818,-0.0335732399
2015-01-08 07:00:00,-0.0062933909,-0.0113281041,-0.0365016663
2015-01-08 08:00:00,-0.0059166974,-0.0106500558,-0.0343168465
2015-01-08 09:00:00,-0.0057136547,-0.0102845772,-0.033139195
2015-01-08 10:00:00,-0.005767279,-0.010381102,-0.03345022
2015-01-08 11:00:00,-0.0063253016,-0.0113855426,-0.0366867468
2015-01-08 12:00:00,-0.00660683,-0.0118922937,-0.0383196126
2015-01-08 13:00:00,-0.006549429,-0.0117889728,-0.0379866865
2015-01-08 14:00:00,-0.0063957306,-0.0115123143,-0.0370952394
2015-01-08 15:00:00,-0.0066075853,-0.0118936535,-0.0383239946
2015-01-08 16:00:00,-0.0075482174,-0.0135867909,-0.0437796586
2015-01-08 17:00:00,-0.0094301737,-0.0169743111,-0.0546950047
2015-01-08 18:00:00,-0.0104819565,-0.0188675224,-0.0607953495
2015-01-08 19:00:00,-0.0103780436,-0.018680477,-0.0601926525
2015-01-08 20:00:00,-0.0094699509,-0.0170459117,-0.0549257174
2015-01-08 21:00:00,-0.0084546096,-0.0152182979,-0.0490367372
2015-01-08 22:00:00,-0.0074763402,-0.0134574122,-0.0433627738
2015-01-08 23:00:00,-0.0060020436,-0.0108036783,-0.0348118516
2015-01-09 00:00:00,-0.0046738781,-0.008412981,-0.027108492
2015-01-09 01:00:00,-0.0040177261,-0.0072319068,-0.0233028117
2015-01-09 02:00:00,-0.0038038169,-0.0068468703,-0.0220621387
2015-01-09 03:00:00,-0.003770307,-0.0067865527,-0.0218677805
2015-01-09 04:00:00,-0.0039354631,-0.0070838335,-0.0228256854
2015-01-09 05:00:00,-0.0044789915,-0.0080621847,-0.0259781511
2015-01-09 06:00:00,-0.0057929959,-0.0104273935,-0.0335993761
2015-01-09 07:00:00,-0.0062982902,-0.0113369224,-0.036530085
2015-01-09 08:00:00,-0.0059213039,-0.0106583464,-0.0343435617
2015-01-09 09:00:00,-0.0057181025,-0.0102925844,-0.0331649966
2015-01-09 10:00:00,-0.0057717686,-0.0103891846,-0.0334762598
2015-01-09 11:00:00,-0.0063302256,-0.0113944061,-0.0367153093
2015-01-09 12:00:00,-0.0066119736,-0.0119015522,-0.0383494474
2015-01-09 13:00:00,-0.0065545281,-0.0117981498,-0.0380162621
2015-01-09 14:00:00,-0.00640071,-0.0115212773,-0.0371241164
2015-01-09 15:00:00,-0.0066127294,-0.011902913,-0.0383538294
2015-01-09 16:00:00,-0.0075540939,-0.0135973686,-0.0438137427
2015-01-09 17:00:00,-0.009437515,-0.0169875264,-0.0547375856
2015-01-09 18:00:00,-0.0104901165,-0.0188822101,-0.0608426802
2015-01-09 19:00:00,-0.0103861232,-0.018695022,-0.0602395109
2015-01-09 20:00:00,-0.009477324,-0.0170591833,-0.0549684782
2015-01-09 21:00:00,-0.0084611916,-0.0152301454,-0.0490749139
2015-01-09 22:00:00,-0.0074821607,-0.0134678893,-0.0433965304
2015-01-09 23:00:00,-0.0060067162,-0.0108120896,-0.0348389537
2015-01-10 00:00:00,-0.0051438007,-0.0092588407,-0.0298340435
2015-01-10 01:00:00,-0.0043576105,-0.007843699,-0.0252741413
2015-01-10 02:00:00,-0.0039832042,-0.0071697672,-0.0231025851
2015-01-10 03:00:00,-0.0038290295,-0.006892253,-0.0222083711
2015-01-10 04:00:00,-0.0038237979,-0.0068828362,-0.0221780277
2015-01-10 05:00:00,-0.0038899806,-0.0070019653,-0.0225618886
2015-01-10 06:00:00,-0.0045695848,-0.0082252527,-0.026503592
2015-01-10 07:00:00,-0.0058488695,-0.0105279656,-0.0339234437
2015-01-10 08:00:00,-0.0072089606,-0.012976128,-0.0418119723
2015-01-10 09:00:00,-0.008045513,-0.0144819226,-0.0466639755
2015-01-10 10:00:00,-0.0086867314,-0.0156361153,-0.0503830387
2015-01-10 11:00:00,-0.0095546724,-0.0171984116,-0.0554171013
2015-01-10 12:00:00,-0.0095251743,-0.0171453129,-0.05524601
2015-01-10 13:00:00,-0.0091294001,-0.0164329211,-0.0529505194
2015-01-10 14:00:00,-0.0088932837,-0.0160079125,-0.0515810505
2015-01-10 15:00:00,-0.0088867921,-0.0159962268,-0.0515433964
2015-01-10 16:00:00,-0.0094361738,-0.0169851133,-0.0547298065
2015-01-10 17:00:00,-0.0107046168,-0.0192683112,-0.0620867784
2015-01-10 18:00:00,-0.0111232081,-0.0200217744,-0.0645146117
2015-01-10 19:00:00,-0.0104836922,-0.018870645,-0.060805413
2015-01-10 20:00:00,-0.0093681004,-0.0168625799,-0.0543349765
2015-01-10 21:00:00,-0.0084532628,-0.0152158727,-0.0490289219
2015-01-10 22:00:00,-0.0077703809,-0.0139866853,-0.045068206
2015-01-10 23:00:00,-0.0064798769,-0.011663778,-0.0375832845
2015-01-11 00:00:00,-0.0054657918,-0.0098384265,-0.0317015949
2015-01-11 01:00:00,-0.004709985,-0.0084779719,-0.0273179107
2015-01-11 02:00:00,-0.0042575975,-0.0076636757,-0.024694066
2015-01-11 03:00:00,-0.0040234892,-0.0072422802,-0.0233362356
2015-01-11 04:00:00,-0.0039202467,-0.0070564436,-0.0227374302
2015-01-11 05:00:00,-0.0039503933,-0.0071107076,-0.0229122813
2015-01-11 06:00:00,-0.0043906713,-0.0079032083,-0.0254658933
2015-01-11 07:00:00,-0.0053725144,-0.0096705263,-0.0311605848
2015-01-11 08:00:00,-0.0068216293,-0.0122789325,-0.0395654465
2015-01-11 09:00:00,-0.0081632121,-0.0146937826,-0.047346634
2015-01-11 10:00:00,-0.0093232863,-0.0167819158,-0.0540750612
2015-01-11 11:00:00,-0.0106303714,-0.019134668,-0.0616561527
2015-01-11 12:00:00,-0.0104190938,-0.0187543671,-0.0604307413
2015-01-11 13:00:00,-0.009643798,-0.0173588353,-0.0559340274
2015-01-11 14:00:00,-0.0091186938,-0.0164136473,-0.0528884215
2015-01-11 15:00:00,-0.0089650592,-0.0161371084,-0.0519973463
2015-01-11 16:00:00,-0.0094284204,-0.0169711572,-0.0546848376
2015-01-11 17:00:00,-0.010872301,-0.0195701401,-0.0630593409
2015-01-11 18:00:00,-0.0113740067,-0.0204732126,-0.0659692413
2015-01-11 19:00:00,-0.0107420649,-0.0193357168,-0.0623039752
2015-01-11 20:00:00,-0.0095919557,-0.0172655206,-0.0556333473
2015-01-11 21:00:00,-0.0084467039,-0.0152040664,-0.0489908769
2015-01-11 22:00:00,-0.0074536341,-0.0134165409,-0.0432310774
2015-01-11 23:00:00,-0.0060036994,-0.0108066593,-0.0348214558
2015-01-12 00:00:00,-0.0046820497,-0.0084276904,-0.02715589
2015-01-12 01:00:00,-0.0040247505,-0.0072445513,-0.0233435543
2015-01-12 02:00:00,-0.0038104673,-0.0068588412,-0.0221007124
2015-01-12 03:00:00,-0.003776899,-0.0067984183,-0.0219060146
2015-01-12 04:00:00,-0.0039423438,-0.0070962186,-0.0228655929
2015-01-12 05:00:00,-0.0044868222,-0.0080762805,-0.0260235702
2015-01-12 06:00:00,-0.0058031247,-0.0104456241,-0.0336581232
2015-01-12 07:00:00,-0.0063093022,-0.011356744,-0.0365939538
2015-01-12 08:00:00,-0.0059316566,-0.010676982,-0.0344036092
2015-01-12 09:00:00,-0.0057281,-0.0103105808,-0.0332229818
2015-01-12 10:00:00,-0.0057818602,-0.0104073488,-0.0335347888
2015-01-12 11:00:00,-0.0063412933,-0.0114143282,-0.0367795017
2015-01-12 12:00:00,-0.006623534,-0.0119223607,-0.0384164962
2015-01-12 13:00:00,-0.0065659878,-0.0118187774,-0.0380827309
2015-01-12 14:00:00,-0.0064119008,-0.0115414215,-0.0371890244
2015-01-12 15:00:00,-0.0066242912,-0.0119237235,-0.0384208912
2015-01-12 16:00:00,-0.0075673013,-0.0136211415,-0.0438903485
2015-01-12 17:00:00,-0.0094540149,-0.0170172286,-0.0548332892
2015-01-12 18:00:00,-0.0105084576,-0.0189152249,-0.0609490564
2015-01-12 19:00:00,-0.0104042824,-0.0187277082,-0.0603448328
2015-01-12 20:00:00,-0.0094938942,-0.0170890091,-0.0550645838
2015-01-12 21:00:00,-0.0084759849,-0.0152567741,-0.0491607148
2015-01-12 22:00:00,-0.0074952424,-0.013491436,-0.0434724054
2015-01-12 23:00:00,-0.0060172183,-0.0108309935,-0.0348998676
2015-01-13 00:00:00,-0.0046838849,-0.008430992,-0.0271665305
2015-01-13 01:00:00,-0.0040263278,-0.00724739,-0.0233527003
2015-01-13 02:00:00,-0.0038119608,-0.006861529,-0.0221093709
2015-01-13 03:00:00,-0.003778379,-0.0068010821,-0.0219145987
2015-01-13 04:00:00,-0.0039438884,-0.0070989997,-0.0228745529
2015-01-13 05:00:00,-0.0044885808,-0.0080794454,-0.0260337684
2015-01-13 06:00:00,-0.0058053985,-0.0104497176,-0.0336713124
2015-01-13 07:00:00,-0.0063117746,-0.0113611943,-0.0366082928
2015-01-13 08:00:00,-0.0059339808,-0.0106811655,-0.0344170889
2015-01-13 09:00:00,-0.0057303448,-0.0103146201,-0.0332359981
2015-01-13 10:00:00,-0.005784126,-0.0104114273,-0.0335479318
2015-01-13 11:00:00,-0.0063437784,-0.0114188006,-0.0367939131
2015-01-13 12:00:00,-0.0066261291,-0.0119270321,-0.0384315478
2015-01-13 13:00:00,-0.0065685609,-0.0118234097,-0.0380976528
2015-01-13 14:00:00,-0.0064144134,-0.0115459442,-0.0372035976
2015-01-13 15:00:00,-0.0066268868,-0.011928396,-0.0384359418
2015-01-13 16:00:00,-0.0075702661,-0.0136264798,-0.0439075438
2015-01-13 17:00:00,-0.0094577195,-0.0170238951,-0.0548547741
2015-01-13 18:00:00,-0.0105125753,-0.0189226351,-0.0609729384
2015-01-13 19:00:00,-0.0104083589,-0.018735046,-0.0603684806
2015-01-13 20:00:00,-0.0094976139,-0.0170957058,-0.0550861592
2015-01-13 21:00:00,-0.0084793066,-0.0152627521,-0.0491799796
2015-01-13 22:00:00,-0.0074981791,-0.0134967226,-0.04348944
2015-01-13 23:00:00,-0.0060195761,-0.0108352378,-0.0349135433
2015-01-14 00:00:00,-0.0046852855,-0.0084335146,-0.0271746563
2015-01-14 01:00:00,-0.0040275322,-0.0072495581,-0.0233596884
2015-01-14 02:00:00,-0.0038131011,-0.0068635816,-0.0221159861
2015-01-14 03:00:00,-0.0037795092,-0.0068031168,-0.0219211546
2015-01-14 04:00:00,-0.0039450683,-0.0071011233,-0.0228813972
2015-01-14 05:00:00,-0.0044899237,-0.0080818615,-0.0260415555
2015-01-14 06:00:00,-0.0058071352,-0.0104528433,-0.033681384
2015-01-14 07:00:00,-0.0063136631,-0.0113645934,-0.0366192428
2015-01-14 08:00:00,-0.0059357561,-0.0106843611,-0.0344273867
2015-01-14 09:00:00,-0.0057320591,-0.0103177056,-0.0332459411
2015-01-14 10:00:00,-0.0057858563,-0.0104145409,-0.0335579652
2015-01-14 11:00:00,-0.0063456759,-0.0114222168,-0.0368049203
2015-01-14 12:00:00,-0.0066281118,-0.0119306011,-0.0384430455
2015-01-14 13:00:00,-0.0065705257,-0.0118269465,-0.0381090471
2015-01-14 14:00:00,-0.0064163323,-0.0115493975,-0.0372147275
2015-01-14 15:00:00,-0.0066288694,-0.0119319649,-0.0384474396
2015-01-14 16:00:00,-0.0075725311,-0.0136305557,-0.0439206788
2015-01-14 17:00:00,-0.0094605487,-0.0170289887,-0.0548711875
2015-01-14 18:00:00,-0.0105157211,-0.0189282966,-0.06099118
2015-01-14 19:00:00,-0.0104114725,-0.0187406512,-0.0603865393
2015-01-14 20:00:00,-0.0095004551,-0.0171008204,-0.055102639
2015-01-14 21:00:00,-0.0084818434,-0.015267318,-0.0491946905
2015-01-14 22:00:00,-0.0075004227,-0.0135007609,-0.0435024524
2015-01-14 23:00:00,-0.0060213772,-0.0108384781,-0.0349239887
2015-01-15 00:00:00,-0.0046862603,-0.0084352684,-0.0271803097
2015-01-15 01:00:00,-0.0040283697,-0.0072510657,-0.0233645458
2015-01-15 02:00:00,-0.003813894,-0.0068650091,-0.0221205862
2015-01-15 03:00:00,-0.0037802954,-0.0068045314,-0.0219257135
2015-01-15 04:00:00,-0.0039458888,-0.0071026004,-0.0228861561
2015-01-15 05:00:00,-0.0044908571,-0.008083543,-0.0260469727
2015-01-15 06:00:00,-0.0058083432,-0.0104550172,-0.0336883892
2015-01-15 07:00:00,-0.006314976,-0.0113669573,-0.0366268611
2015-01-15 08:00:00,-0.0059369903,-0.0106865832,-0.0344345446
2015-01-15 09:00:00,-0.0057332511,-0.0103198524,-0.0332528558
2015-01-15 10:00:00,-0.0057870593,-0.0104167068,-0.0335649472
2015-01-15 11:00:00,-0.0063469958,-0.0114245917,-0.0368125768
2015-01-15 12:00:00,-0.00662949,-0.0119330825,-0.0384510427
2015-01-15 13:00:00,-0.006571892,-0.0118294068,-0.0381169749
2015-01-15 14:00:00,-0.0064176664,-0.0115517996,-0.0372224684
2015-01-15 15:00:00,-0.0066302477,-0.0119344464,-0.0384554367
2015-01-15 16:00:00,-0.0075741059,-0.01363339,-0.0439298157
2015-01-15 17:00:00,-0.0094625166,-0.0170325295,-0.0548825968
2015-01-15 18:00:00,-0.0105179071,-0.0189322333,-0.0610038627
2015-01-15 19:00:00,-0.0104136384,-0.0187445487,-0.0603990994
2015-01-15 20:00:00,-0.0095024311,-0.0171043763,-0.0551140995
2015-01-15 21:00:00,-0.0084836072,-0.015270494,-0.0492049219
2015-01-15 22:00:00,-0.0075019826,-0.013503568,-0.0435114978
2015-01-15 23:00:00,-0.0060226295,-0.0108407324,-0.0349312492
2015-01-16 00:00:00,-0.0046868146,-0.0084362665,-0.0271835238
2015-01-16 01:00:00,-0.0040288467,-0.0072519236,-0.0233673096
2015-01-16 02:00:00,-0.0038143452,-0.0068658216,-0.0221232024
2015-01-16 03:00:00,-0.0037807425,-0.0068053364,-0.0219283065
2015-01-16 04:00:00,-0.0039463556,-0.0071034404,-0.0228888637
2015-01-16 05:00:00,-0.0044913886,-0.0080844998,-0.0260500532
2015-01-16 06:00:00,-0.00580903,-0.0104562544,-0.0336923762
2015-01-16 07:00:00,-0.0063157232,-0.011368302,-0.0366311928
2015-01-16 08:00:00,-0.0059376929,-0.0106878476,-0.0344386211
2015-01-16 09:00:00,-0.0057339295,-0.010321073,-0.0332567896
2015-01-16 10:00:00,-0.0057877443,-0.01041794,-0.0335689152
2015-01-16 11:00:00,-0.0063477468,-0.0114259435,-0.0368169286
2015-01-16 12:00:00,-0.0066302742,-0.0119344946,-0.0384555905
2015-01-16 13:00:00,-0.0065726699,-0.0118308059,-0.0381214845
2015-01-16 14:00:00,-0.0064184257,-0.0115531665,-0.0372268705
2015-01-16 15:00:00,-0.006631032,-0.0119358585,-0.0384599876
2015-01-16 16:00:00,-0.0075750019,-0.0136350036,-0.0439350098
2015-01-16 17:00:00,-0.0094636362,-0.0170345466,-0.0548890915
2015-01-16 18:00:00,-0.0105191513,-0.0189344726,-0.0610110819
2015-01-16 19:00:00,-0.0104148696,-0.0187467669,-0.0604062453
